Date,BPR:1,"BPR:1,1,1","BPR:10,10,3",BPR:300,FGOR,FOPR,WBHP:INJ,WBHP:PROD,WGIR:INJ,WGIR:PROD,WGIT:INJ,WGIT:PROD,WGOR:PROD,WGPR:INJ,WGPR:PROD,WGPT:INJ,WGPT:PROD,WOIR:INJ,WOIR:PROD,WOIT:INJ,WOIT:PROD,WOPR:INJ,WOPR:PROD,WOPT:INJ,WOPT:PROD,WWIR:INJ,WWIR:PROD,WWIT:INJ,WWIT:PROD,WWPR:INJ,WWPR:PROD,WWPT:INJ,WWPT:PROD
2019-12-31,5965.08740234375,5965.08740234375,4303.486328125,4303.486328125,10.209207534790039,14250.916015625,6193.81005859375,1000.0,100000.0,0.0,182500000.0,0.0,10.209207534790039,-0.0,145490.546875,-0.0,109205216.0,0.0,0.0,0.0,0.0,-0.0,14250.916015625,-0.0,35460660.0,0.0,0.0,0.0,0.0,-0.0,3.0564551707357168e-05,-0.0,0.013989680446684361
2020-01-31,5886.029296875,5886.029296875,4258.29833984375,4258.29833984375,10.376473426818848,13899.91015625,6114.166015625,1000.0,100000.0,0.0,185600000.0,0.0,10.376473426818848,-0.0,144232.046875,-0.0,113676408.0,0.0,0.0,0.0,0.0,-0.0,13899.91015625,-0.0,35891556.0,0.0,0.0,0.0,0.0,-0.0,3.2889965950744227e-05,-0.0,0.015009269118309021
2020-02-28,5817.1162109375,5817.1162109375,4219.62939453125,4219.62939453125,10.521910667419434,13603.40625,6044.7587890625,1000.0,100000.0,0.0,188400000.0,0.0,10.521910667419434,-0.0,143133.828125,-0.0,117684152.0,0.0,0.0,0.0,0.0,-0.0,13603.40625,-0.0,36272452.0,0.0,0.0,0.0,0.0,-0.0,3.4819473512470722e-05,-0.0,0.015984214842319489
2020-03-30,5743.28173828125,5743.28173828125,4178.1923828125,4178.1923828125,10.676819801330566,13291.5859375,5970.4140625,1000.0,100000.0,0.0,191500000.0,0.0,10.676819801330566,-0.0,141911.859375,-0.0,122083416.0,0.0,0.0,0.0,0.0,-0.0,13291.5859375,-0.0,36684492.0,0.0,0.0,0.0,0.0,-0.0,3.6825229472015053e-05,-0.0,0.017125796526670456
2020-04-29,5676.34033203125,5676.34033203125,4140.078125,4140.078125,10.814731597900391,13012.1533203125,5903.02001953125,1000.0,100000.0,0.0,194500000.0,0.0,10.814731597900391,-0.0,140722.953125,-0.0,126305104.0,0.0,0.0,0.0,0.0,-0.0,13012.1533203125,-0.0,37074856.0,0.0,0.0,0.0,0.0,-0.0,3.8613634387729689e-05,-0.0,0.018284205347299576
2020-05-30,5609.75830078125,5609.75830078125,4102.39208984375,4102.39208984375,10.950758934020996,12740.3154296875,5836.0029296875,1000.0,100000.0,0.0,197600000.0,0.0,10.950758934020996,-0.0,139516.109375,-0.0,130630104.0,0.0,0.0,0.0,0.0,-0.0,12740.3154296875,-0.0,37469804.0,0.0,0.0,0.0,0.0,-0.0,4.0328708564629778e-05,-0.0,0.019534396007657051
2020-06-29,5547.6328125,5547.6328125,4067.34716796875,4067.34716796875,11.077182769775391,12491.298828125,5773.48291015625,1000.0,100000.0,0.0,200600000.0,0.0,11.077182769775391,-0.0,138368.40625,-0.0,134781152.0,0.0,0.0,0.0,0.0,-0.0,12491.298828125,-0.0,37844544.0,0.0,0.0,0.0,0.0,-0.0,4.1876086470438167e-05,-0.0,0.020790679380297661
2020-07-30,5486.03662109375,5486.03662109375,4032.80322265625,4032.80322265625,11.184552192687988,12258.43359375,5711.5068359375,1000.0,100000.0,0.0,203700000.0,0.0,11.184552192687988,-0.0,137105.09375,-0.0,139031408.0,0.0,0.0,0.0,0.0,-0.0,12258.43359375,-0.0,38224556.0,0.0,0.0,0.0,0.0,-0.0,4.3356532842153683e-05,-0.0,0.022134732455015182
2020-08-30,5427.3271484375,5427.3271484375,4000.176025390625,4000.176025390625,11.264838218688965,12048.0751953125,5652.4443359375,1000.0,100000.0,0.0,206800000.0,0.0,11.264838218688965,-0.0,135719.625,-0.0,143238720.0,0.0,0.0,0.0,0.0,-0.0,12048.0751953125,-0.0,38598048.0,0.0,0.0,0.0,0.0,-0.0,4.4714004616253078e-05,-0.0,0.02352086640894413
2020-09-29,5373.05224609375,5373.05224609375,3970.4658203125,3970.4658203125,11.351065635681152,11847.1826171875,5597.8505859375,1000.0,100000.0,0.0,209800000.0,0.0,11.351065635681152,-0.0,134478.15625,-0.0,147273072.0,0.0,0.0,0.0,0.0,-0.0,11847.1826171875,-0.0,38953464.0,0.0,0.0,0.0,0.0,-0.0,4.5915581722510979e-05,-0.0,0.024898333474993706
2020-10-30,5319.486328125,5319.486328125,3941.116943359375,3941.116943359375,11.44493579864502,11646.55859375,5543.9775390625,1000.0,100000.0,0.0,212900000.0,0.0,11.44493579864502,-0.0,133294.109375,-0.0,151405184.0,0.0,0.0,0.0,0.0,-0.0,11646.55859375,-0.0,39314508.0,0.0,0.0,0.0,0.0,-0.0,4.7070247092051432e-05,-0.0,0.026357511058449745
2020-11-29,5270.58544921875,5270.58544921875,3913.872314453125,3913.872314453125,11.538280487060547,11459.3427734375,5494.80029296875,1000.0,100000.0,0.0,215900000.0,0.0,11.538280487060547,-0.0,132221.109375,-0.0,155371824.0,0.0,0.0,0.0,0.0,-0.0,11459.3427734375,-0.0,39658288.0,0.0,0.0,0.0,0.0,-0.0,4.8113393859239295e-05,-0.0,0.027800912037491798
2020-12-30,5223.0029296875,5223.0029296875,3887.302734375,3887.302734375,11.719789505004883,11235.4248046875,5446.953125,1000.0,100000.0,0.0,219000000.0,0.0,11.719789505004883,-0.0,131676.8125,-0.0,159453808.0,0.0,0.0,0.0,0.0,-0.0,11235.4248046875,-0.0,40006588.0,0.0,0.0,0.0,0.0,-0.0,4.9103440687758848e-05,-0.0,0.029323117807507515
2021-01-30,5176.75537109375,5176.75537109375,3861.059326171875,3861.059326171875,11.915253639221191,11010.880859375,5400.455078125,1000.0,100000.0,0.0,222100000.0,0.0,11.915253639221191,-0.0,131197.4375,-0.0,163520928.0,0.0,0.0,0.0,0.0,-0.0,11010.880859375,-0.0,40347924.0,0.0,0.0,0.0,0.0,-0.0,5.0056707550538704e-05,-0.0,0.03087487630546093
2021-02-27,5136.2197265625,5136.2197265625,3837.95703125,3837.95703125,12.072442054748535,10823.2744140625,5359.705078125,1000.0,100000.0,0.0,224900000.0,0.0,12.072442054748535,-0.0,130663.34375,-0.0,167179504.0,0.0,0.0,0.0,0.0,-0.0,10823.2744140625,-0.0,40650976.0,0.0,0.0,0.0,0.0,-0.0,5.0874099542852491e-05,-0.0,0.032299350947141647
2021-03-30,5093.076171875,5093.076171875,3813.20751953125,3813.20751953125,12.199198722839355,10643.8193359375,5316.33837890625,1000.0,100000.0,0.0,228000000.0,0.0,12.199198722839355,-0.0,129846.0625,-0.0,171204736.0,0.0,0.0,0.0,0.0,-0.0,10643.8193359375,-0.0,40980936.0,0.0,0.0,0.0,0.0,-0.0,5.1727663958445191e-05,-0.0,0.033902909606695175
2021-04-29,5053.736328125,5053.736328125,3790.56640625,3790.56640625,12.296136856079102,10489.978515625,5276.7958984375,1000.0,100000.0,0.0,231000000.0,0.0,12.296136856079102,-0.0,128986.203125,-0.0,175074320.0,0.0,0.0,0.0,0.0,-0.0,10489.978515625,-0.0,41295636.0,0.0,0.0,0.0,0.0,-0.0,5.2488590881694108e-05,-0.0,0.035477567464113235
2021-05-30,5015.31201171875,5015.31201171875,3768.73876953125,3768.73876953125,12.382790565490723,10346.0986328125,5238.1767578125,1000.0,100000.0,0.0,234100000.0,0.0,12.382790565490723,-0.0,128113.5703125,-0.0,179045840.0,0.0,0.0,0.0,0.0,-0.0,10346.0986328125,-0.0,41616364.0,0.0,0.0,0.0,0.0,-0.0,5.3204050345811993e-05,-0.0,0.037126891314983368
2021-06-29,4979.576171875,4979.576171875,3748.822998046875,3748.822998046875,12.467110633850098,10213.8271484375,5202.662109375,1000.0,100000.0,0.0,237100000.0,0.0,12.467110633850098,-0.0,127336.9140625,-0.0,182865952.0,0.0,0.0,0.0,0.0,-0.0,10213.8271484375,-0.0,41922780.0,0.0,0.0,0.0,0.0,-0.0,5.3841358749195933e-05,-0.0,0.038742132484912872
2021-07-30,4944.07763671875,4944.07763671875,3729.3466796875,3729.3466796875,12.559959411621094,10081.3583984375,5167.39501953125,1000.0,100000.0,0.0,240200000.0,0.0,12.559959411621094,-0.0,126621.4609375,-0.0,186791216.0,0.0,0.0,0.0,0.0,-0.0,10081.3583984375,-0.0,42235304.0,0.0,0.0,0.0,0.0,-0.0,5.4450305469799787e-05,-0.0,0.040430091321468353
2021-08-30,4909.67529296875,4909.67529296875,3711.18115234375,3711.18115234375,12.660268783569336,9953.3955078125,5133.22119140625,1000.0,100000.0,0.0,243300000.0,0.0,12.660268783569336,-0.0,126012.6640625,-0.0,190697616.0,0.0,0.0,0.0,0.0,-0.0,9953.3955078125,-0.0,42543860.0,0.0,0.0,0.0,0.0,-0.0,5.500552651938051e-05,-0.0,0.042135260999202728
2021-09-29,4877.3310546875,4877.3310546875,3694.145751953125,3694.145751953125,12.734766006469727,9842.4033203125,5101.09716796875,1000.0,100000.0,0.0,246300000.0,0.0,12.734766006469727,-0.0,125340.7109375,-0.0,194457840.0,0.0,0.0,0.0,0.0,-0.0,9842.4033203125,-0.0,42839132.0,0.0,0.0,0.0,0.0,-0.0,5.5515032727271318e-05,-0.0,0.043800711631774902
2021-10-30,4844.8662109375,4844.8662109375,3677.092529296875,3677.092529296875,12.857234001159668,9713.294921875,5068.85791015625,1000.0,100000.0,0.0,249400000.0,0.0,12.857234001159668,-0.0,124886.1171875,-0.0,198329312.0,0.0,0.0,0.0,0.0,-0.0,9713.294921875,-0.0,43140244.0,0.0,0.0,0.0,0.0,-0.0,5.6014207075349987e-05,-0.0,0.045537151396274567
2021-11-29,4814.42138671875,4814.42138671875,3660.7822265625,3660.7822265625,12.987982749938965,9585.9423828125,5038.62841796875,1000.0,100000.0,0.0,252400000.0,0.0,12.987982749938965,-0.0,124502.0625,-0.0,202064368.0,0.0,0.0,0.0,0.0,-0.0,9585.9423828125,-0.0,43427824.0,0.0,0.0,0.0,0.0,-0.0,5.6481563660781831e-05,-0.0,0.047231599688529968
2021-12-30,4783.8720703125,4783.8720703125,3643.798583984375,3643.798583984375,13.115649223327637,9458.1689453125,5008.29931640625,1000.0,100000.0,0.0,255500000.0,0.0,13.115649223327637,-0.0,124050.0234375,-0.0,205909920.0,0.0,0.0,0.0,0.0,-0.0,9458.1689453125,-0.0,43721028.0,0.0,0.0,0.0,0.0,-0.0,5.6957636843435466e-05,-0.0,0.048997286707162857
2022-01-30,4754.87060546875,4754.87060546875,3627.076171875,3627.076171875,13.226906776428223,9339.220703125,4979.50927734375,1000.0,100000.0,0.0,258600000.0,0.0,13.226906776428223,-0.0,123528.9921875,-0.0,209739312.0,0.0,0.0,0.0,0.0,-0.0,9339.220703125,-0.0,44010544.0,0.0,0.0,0.0,0.0,-0.0,5.741588756791316e-05,-0.0,0.050777178257703781
2022-02-27,4729.46435546875,4729.46435546875,3612.75244140625,3612.75244140625,13.384195327758789,9215.5390625,4954.291015625,1000.0,100000.0,0.0,261400000.0,0.0,13.384195327758789,-0.0,123342.5703125,-0.0,213192896.0,0.0,0.0,0.0,0.0,-0.0,9215.5390625,-0.0,44268580.0,0.0,0.0,0.0,0.0,-0.0,5.7799734349828213e-05,-0.0,0.052395571023225784
2022-03-30,4702.2919921875,4702.2919921875,3597.414794921875,3597.414794921875,13.616787910461426,9062.115234375,4927.32275390625,1000.0,100000.0,0.0,264500000.0,0.0,13.616787910461426,-0.0,123396.8984375,-0.0,217018192.0,0.0,0.0,0.0,0.0,-0.0,9062.115234375,-0.0,44549504.0,0.0,0.0,0.0,0.0,-0.0,5.8203069784212857e-05,-0.0,0.054199866950511932
2022-04-29,4676.96435546875,4676.96435546875,3582.57861328125,3582.57861328125,13.862931251525879,8909.0947265625,4902.1875,1000.0,100000.0,0.0,267500000.0,0.0,13.862931251525879,-0.0,123506.15625,-0.0,220723376.0,0.0,0.0,0.0,0.0,-0.0,8909.0947265625,-0.0,44816776.0,0.0,0.0,0.0,0.0,-0.0,5.8584508224157616e-05,-0.0,0.055957403033971786
2022-05-30,4651.5791015625,4651.5791015625,3566.946533203125,3566.946533203125,14.099127769470215,8758.986328125,4876.998046875,1000.0,100000.0,0.0,270600000.0,0.0,14.099127769470215,-0.0,123494.0625,-0.0,224551696.0,0.0,0.0,0.0,0.0,-0.0,8758.986328125,-0.0,45088304.0,0.0,0.0,0.0,0.0,-0.0,5.8977533626602963e-05,-0.0,0.057785704731941223
2022-06-29,4627.75390625,4627.75390625,3552.580078125,3552.580078125,14.297355651855469,8629.7939453125,4853.359375,1000.0,100000.0,0.0,273600000.0,0.0,14.297355651855469,-0.0,123383.234375,-0.0,228253200.0,0.0,0.0,0.0,0.0,-0.0,8629.7939453125,-0.0,45347196.0,0.0,0.0,0.0,0.0,-0.0,5.9330668591428548e-05,-0.0,0.059565626084804535
2022-07-30,4604.02587890625,4604.02587890625,3538.971435546875,3538.971435546875,14.534353256225586,8493.416015625,4829.8193359375,1000.0,100000.0,0.0,276700000.0,0.0,14.534353256225586,-0.0,123446.3125,-0.0,232080032.0,0.0,0.0,0.0,0.0,-0.0,8493.416015625,-0.0,45610492.0,0.0,0.0,0.0,0.0,-0.0,5.9658159443642944e-05,-0.0,0.06141502782702446
2022-08-30,4581.50634765625,4581.50634765625,3525.439697265625,3525.439697265625,14.750003814697266,8366.642578125,4807.4794921875,1000.0,100000.0,0.0,279800000.0,0.0,14.750003814697266,-0.0,123408.0,-0.0,235905680.0,0.0,0.0,0.0,0.0,-0.0,8366.642578125,-0.0,45869856.0,0.0,0.0,0.0,0.0,-0.0,5.9976911870762706e-05,-0.0,0.063274309039115906
2022-09-29,4560.78466796875,4560.78466796875,3512.98486328125,3512.98486328125,14.947284698486328,8252.23828125,4786.92431640625,1000.0,100000.0,0.0,282800000.0,0.0,14.947284698486328,-0.0,123348.5546875,-0.0,239606144.0,0.0,0.0,0.0,0.0,-0.0,8252.23828125,-0.0,46117424.0,0.0,0.0,0.0,0.0,-0.0,6.0264272178756073e-05,-0.0,0.065082237124443054
2022-10-30,4539.89111328125,4539.89111328125,3500.647216796875,3500.647216796875,15.154019355773926,8137.2373046875,4766.201171875,1000.0,100000.0,0.0,285900000.0,0.0,15.154019355773926,-0.0,123311.8515625,-0.0,243428816.0,0.0,0.0,0.0,0.0,-0.0,8137.2373046875,-0.0,46369680.0,0.0,0.0,0.0,0.0,-0.0,6.0543232393683866e-05,-0.0,0.066959075629711151
2022-11-29,4520.10693359375,4520.10693359375,3489.27001953125,3489.27001953125,15.353480339050293,8030.2119140625,4746.580078125,1000.0,100000.0,0.0,288900000.0,0.0,15.353480339050293,-0.0,123291.703125,-0.0,247127568.0,0.0,0.0,0.0,0.0,-0.0,8030.2119140625,-0.0,46610588.0,0.0,0.0,0.0,0.0,-0.0,6.0795449826400727e-05,-0.0,0.06878294050693512
2022-12-30,4499.9931640625,4499.9931640625,3478.051025390625,3478.051025390625,15.56463623046875,7922.08203125,4726.634765625,1000.0,100000.0,0.0,292000000.0,0.0,15.56463623046875,-0.0,123304.328125,-0.0,250950000.0,0.0,0.0,0.0,0.0,-0.0,7922.08203125,-0.0,46856172.0,0.0,0.0,0.0,0.0,-0.0,6.1039412685204297e-05,-0.0,0.070675164461135864
2023-01-30,4480.1962890625,4480.1962890625,3467.176025390625,3467.176025390625,15.788981437683105,7813.33984375,4707.0068359375,1000.0,100000.0,0.0,295100000.0,0.0,15.788981437683105,-0.0,123364.6796875,-0.0,254774304.0,0.0,0.0,0.0,0.0,-0.0,7813.33984375,-0.0,47098384.0,0.0,0.0,0.0,0.0,-0.0,6.1271464801393449e-05,-0.0,0.07257457822561264
2023-02-27,4462.732421875,4462.732421875,3457.658447265625,3457.658447265625,16.001148223876953,7715.26708984375,4689.693359375,1000.0,100000.0,0.0,297900000.0,0.0,16.001148223876953,-0.0,123453.1328125,-0.0,258230992.0,0.0,0.0,0.0,0.0,-0.0,7715.26708984375,-0.0,47314412.0,0.0,0.0,0.0,0.0,-0.0,6.147092062747106e-05,-0.0,0.074295766651630402
2023-03-30,4443.3486328125,4443.3486328125,3447.468017578125,3447.468017578125,16.240335464477539,7608.6953125,4670.56201171875,1000.0,100000.0,0.0,301000000.0,0.0,16.240335464477539,-0.0,123567.765625,-0.0,262061600.0,0.0,0.0,0.0,0.0,-0.0,7608.6953125,-0.0,47550280.0,0.0,0.0,0.0,0.0,-0.0,6.1680737417191267e-05,-0.0,0.076207868754863739
2023-04-29,4424.67236328125,4424.67236328125,3438.1640625,3438.1640625,16.476428985595703,7508.30615234375,4652.1455078125,1000.0,100000.0,0.0,304000000.0,0.0,16.476428985595703,-0.0,123710.0703125,-0.0,265772896.0,0.0,0.0,0.0,0.0,-0.0,7508.30615234375,-0.0,47775528.0,0.0,0.0,0.0,0.0,-0.0,6.1868915508966893e-05,-0.0,0.078063935041427612
2023-05-30,4405.615234375,4405.615234375,3429.183837890625,3429.183837890625,16.734806060791016,7405.0927734375,4633.35400390625,1000.0,100000.0,0.0,307100000.0,0.0,16.734806060791016,-0.0,123922.796875,-0.0,269614496.0,0.0,0.0,0.0,0.0,-0.0,7405.0927734375,-0.0,48005084.0,0.0,0.0,0.0,0.0,-0.0,6.2047489336691797e-05,-0.0,0.079987406730651855
2023-06-29,4387.22412109375,4387.22412109375,3420.51416015625,3420.51416015625,17.001361846923828,7302.89794921875,4615.22021484375,1000.0,100000.0,0.0,310100000.0,0.0,17.001361846923828,-0.0,124159.21875,-0.0,273339264.0,0.0,0.0,0.0,0.0,-0.0,7302.89794921875,-0.0,48224172.0,0.0,0.0,0.0,0.0,-0.0,6.2217040976975113e-05,-0.0,0.081853918731212616
2023-07-30,4368.65771484375,4368.65771484375,3411.324462890625,3411.324462890625,17.283550262451172,7196.75390625,4596.9150390625,1000.0,100000.0,0.0,313200000.0,0.0,17.283550262451172,-0.0,124385.453125,-0.0,277195200.0,0.0,0.0,0.0,0.0,-0.0,7196.75390625,-0.0,48447272.0,0.0,0.0,0.0,0.0,-0.0,6.2393701227847487e-05,-0.0,0.083788126707077026
2023-08-30,4350.39501953125,4350.39501953125,3402.29345703125,3402.29345703125,17.567825317382812,7092.7900390625,4578.9091796875,1000.0,100000.0,0.0,316300000.0,0.0,17.567825317382812,-0.0,124604.8984375,-0.0,281057952.0,0.0,0.0,0.0,0.0,-0.0,7092.7900390625,-0.0,48667148.0,0.0,0.0,0.0,0.0,-0.0,6.2564249674323946e-05,-0.0,0.085727617144584656
2023-09-29,4333.255859375,4333.255859375,3393.93359375,3393.93359375,17.846004486083984,6994.8134765625,4562.01171875,1000.0,100000.0,0.0,319300000.0,0.0,17.846004486083984,-0.0,124829.4765625,-0.0,284802848.0,0.0,0.0,0.0,0.0,-0.0,6994.8134765625,-0.0,48876992.0,0.0,0.0,0.0,0.0,-0.0,6.2719416746404022e-05,-0.0,0.087609201669692993
2023-10-30,4315.828125,4315.828125,3385.516357421875,3385.516357421875,18.141639709472656,6894.453125,4544.83056640625,1000.0,100000.0,0.0,322400000.0,0.0,18.141639709472656,-0.0,125076.6796875,-0.0,288680224.0,0.0,0.0,0.0,0.0,-0.0,6894.453125,-0.0,49090720.0,0.0,0.0,0.0,0.0,-0.0,6.2873012211639434e-05,-0.0,0.08955826610326767
2023-11-29,4299.37646484375,4299.37646484375,3377.52880859375,3377.52880859375,18.436210632324219,6797.904296875,4528.6123046875,1000.0,100000.0,0.0,325400000.0,0.0,18.436210632324219,-0.0,125327.59375,-0.0,292440064.0,0.0,0.0,0.0,0.0,-0.0,6797.904296875,-0.0,49294656.0,0.0,0.0,0.0,0.0,-0.0,6.3016334024723619e-05,-0.0,0.091448754072189331
2023-12-30,4282.7783203125,4282.7783203125,3369.471435546875,3369.471435546875,18.749982833862305,6698.77587890625,4512.25,1000.0,100000.0,0.0,328500000.0,0.0,18.749982833862305,-0.0,125601.9296875,-0.0,296333728.0,0.0,0.0,0.0,0.0,-0.0,6698.77587890625,-0.0,49502320.0,0.0,0.0,0.0,0.0,-0.0,6.3158491684589535e-05,-0.0,0.093406669795513153
2024-01-30,4266.78466796875,4266.78466796875,3361.818603515625,3361.818603515625,19.072574615478516,6601.25048828125,4496.48388671875,1000.0,100000.0,0.0,331600000.0,0.0,19.072574615478516,-0.0,125902.8359375,-0.0,300236704.0,0.0,0.0,0.0,0.0,-0.0,6601.25048828125,-0.0,49706960.0,0.0,0.0,0.0,0.0,-0.0,6.3291277911048383e-05,-0.0,0.095368698239326477
2024-02-27,4252.90869140625,4252.90869140625,3355.091552734375,3355.091552734375,19.367084503173828,6514.92236328125,4482.80517578125,1000.0,100000.0,0.0,334400000.0,0.0,19.367084503173828,-0.0,126175.0546875,-0.0,303769600.0,0.0,0.0,0.0,0.0,-0.0,6514.92236328125,-0.0,49889376.0,0.0,0.0,0.0,0.0,-0.0,6.340620166156441e-05,-0.0,0.097144074738025665
2024-03-29,4237.95068359375,4237.95068359375,3347.617431640625,3347.617431640625,19.689672470092773,6421.87646484375,4468.06005859375,1000.0,100000.0,0.0,337500000.0,0.0,19.689672470092773,-0.0,126444.640625,-0.0,307689376.0,0.0,0.0,0.0,0.0,-0.0,6421.87646484375,-0.0,50088456.0,0.0,0.0,0.0,0.0,-0.0,6.3531908381264657e-05,-0.0,0.09911356121301651
2024-04-28,4223.498046875,4223.498046875,3340.104736328125,3340.104736328125,19.97540283203125,6337.96826171875,4453.81396484375,1000.0,100000.0,0.0,340500000.0,0.0,19.97540283203125,-0.0,126603.4765625,-0.0,311487488.0,0.0,0.0,0.0,0.0,-0.0,6337.96826171875,-0.0,50278596.0,0.0,0.0,0.0,0.0,-0.0,6.3656138081569225e-05,-0.0,0.10102324187755585
2024-05-29,4208.55078125,4208.55078125,3332.24609375,3332.24609375,20.236495971679688,6259.203125,4439.0810546875,1000.0,100000.0,0.0,343600000.0,0.0,20.236495971679688,-0.0,126664.3359375,-0.0,315414080.0,0.0,0.0,0.0,0.0,-0.0,6259.203125,-0.0,50472632.0,0.0,0.0,0.0,0.0,-0.0,6.3783889345359057e-05,-0.0,0.10300054401159286
2024-06-28,4194.10888671875,4194.10888671875,3324.80908203125,3324.80908203125,20.482995986938477,6185.98046875,4424.84765625,1000.0,100000.0,0.0,346600000.0,0.0,20.482995986938477,-0.0,126707.4140625,-0.0,319215296.0,0.0,0.0,0.0,0.0,-0.0,6185.98046875,-0.0,50658212.0,0.0,0.0,0.0,0.0,-0.0,6.3902640249580145e-05,-0.0,0.10491762310266495
2024-07-29,4179.1943359375,4179.1943359375,3317.327880859375,3317.327880859375,20.740911483764648,6111.59619140625,4410.14794921875,1000.0,100000.0,0.0,349700000.0,0.0,20.740911483764648,-0.0,126760.0703125,-0.0,323144864.0,0.0,0.0,0.0,0.0,-0.0,6111.59619140625,-0.0,50847672.0,0.0,0.0,0.0,0.0,-0.0,6.4020023273769766e-05,-0.0,0.10690224170684814
2024-08-29,4164.28955078125,4164.28955078125,3309.935302734375,3309.935302734375,21.005064010620117,6037.5556640625,4395.45947265625,1000.0,100000.0,0.0,352800000.0,0.0,21.005064010620117,-0.0,126819.2421875,-0.0,327076256.0,0.0,0.0,0.0,0.0,-0.0,6037.5556640625,-0.0,51034836.0,0.0,0.0,0.0,0.0,-0.0,6.4133964770007879e-05,-0.0,0.10889039188623428
2024-09-28,4149.912109375,4149.912109375,3302.794921875,3302.794921875,21.264829635620117,5966.3544921875,4381.29052734375,1000.0,100000.0,0.0,355800000.0,0.0,21.264829635620117,-0.0,126873.5078125,-0.0,330882464.0,0.0,0.0,0.0,0.0,-0.0,5966.3544921875,-0.0,51213828.0,0.0,0.0,0.0,0.0,-0.0,6.4242085500154644e-05,-0.0,0.11081765592098236
2024-10-29,4135.08642578125,4135.08642578125,3295.437744140625,3295.437744140625,21.535470962524414,5893.65234375,4366.681640625,1000.0,100000.0,0.0,358900000.0,0.0,21.535470962524414,-0.0,126922.578125,-0.0,334817056.0,0.0,0.0,0.0,0.0,-0.0,5893.65234375,-0.0,51396532.0,0.0,0.0,0.0,0.0,-0.0,6.4351501350756735e-05,-0.0,0.11281254887580872
2024-11-28,4120.822265625,4120.822265625,3288.35498046875,3288.35498046875,21.793930053710938,5825.1591796875,4352.6259765625,1000.0,100000.0,0.0,361900000.0,0.0,21.793930053710938,-0.0,126953.1171875,-0.0,338625664.0,0.0,0.0,0.0,0.0,-0.0,5825.1591796875,-0.0,51571288.0,0.0,0.0,0.0,0.0,-0.0,6.4454929088242352e-05,-0.0,0.11474619805812836
2024-12-29,4106.16650390625,4106.16650390625,3280.840087890625,3280.840087890625,22.051382064819336,5756.5244140625,4338.185546875,1000.0,100000.0,0.0,365000000.0,0.0,22.051382064819336,-0.0,126939.3203125,-0.0,342560768.0,0.0,0.0,0.0,0.0,-0.0,5756.5244140625,-0.0,51749740.0,0.0,0.0,0.0,0.0,-0.0,6.4562627812847495e-05,-0.0,0.11674764007329941
